station=911820 
Lat = 21.35 N 
Lon = 157.93 W 
Stn Number,Country Code,Year,Jan,Feb,Mar,Apr,May,Jun,July,Aug,Sep,Oct,Nov,Dec 
9.1182e+05,425,1979,21.9,22.55,22.85,23.95,25.8,26.95,27.5,27.3,27.7,27.6,25.6,24.55
9.1182e+05,425,1980,22.6,22.65,24.05,24.65,25.9,26.65,27.5,27.6,28,27.1,26,24.05
9.1182e+05,425,1981,23.3,23.35,23.85,24.55,25.4,27.5,26.8,27.1,27.5,26.1,25.2,23.75
9.1182e+05,425,1982,23.3,22.35,23.45,24.25,25.9,26.65,27.3,27.85,27.85,26.7,24.7,23.2
9.1182e+05,425,1983,22.6,22.3,23.25,23.85,24.5,26.35,26.8,28.4,28.35,27.7,26.7,24.35
9.1182e+05,425,1984,24.1,23.95,24.45,25.15,26.15,26.55,27.5,28,27.8,27.2,26.5,23.85
9.1182e+05,425,1985,22.3,23.55,23.75,23.75,24.9,26.45,27.9,28.1,27.7,26.95,24.3,23.35
9.1182e+05,425,1986,22.7,22.6,24.75,25.3,25.7,26.7,27.55,28.3,27.8,27,26.2,23.9
9.1182e+05,425,1987,22.9,21.75,23.3,24.45,24.3,26.9,27.8,28.15,28.3,27.4,26,24.3
9.1182e+05,425,1988,22.8,23.75,24.45,25.15,26.1,27.1,27.6,27.85,27.8,26.7,26.6,24.2
9.1182e+05,425,1989,23.6,23.1,24.05,23.6,25.8,27.2,27.55,27.45,27.7,25.9,24.8,22.7
9.1182e+05,425,1990,23.7,21.9,22.8,24.8,25.6,26.65,27.1,27.95,27.9,27.2,25.2,23.4
9.1182e+05,425,1991,22.4,23,22.7,24.4,25.45,26.3,27.3,28,27.5,26.7,26.4,24.6
9.1182e+05,425,1992,22.7,22.9,23.9,24.3,25.4,27.4,27.5,27.9,27.4,26.3,25,24.9
9.1182e+05,425,1993,21.7,21.8,23.3,25.2,25.2,26.8,27,27.4,27.3,26.5,24.6,23.9
9.1182e+05,425,1994,22.3,23.2,22.9,24.4,26.3,27.2,28.1,29.2,28.9,NaN,27.3,24.7
9.1182e+05,425,1995,23.6,22.8,24.2,24.8,25.9,27.5,28.6,28.6,28.4,NaN,26.7,26.2
9.1182e+05,425,1996,24.5,23.3,23.6,26.4,26.2,27.5,27.8,28.4,27.2,27.5,25,22.8
9.1182e+05,425,1997,22.2,23.6,24.2,24.8,24.5,27.2,27.5,28.1,28.1,27,24.5,23.3
9.1182e+05,425,1998,22.5,22.8,23.9,23.9,24.7,25.6,26.4,27.3,27.2,26.4,25.3,23.9
9.1182e+05,425,1999,23.1,23.1,23.9,24.2,25,25.8,26.4,27,26.7,25.8,25,23.4
9.1182e+05,425,2000,22.8,23.1,24.2,23.9,25.6,26.7,27.3,27.5,27,27,25.3,23.6
9.1182e+05,425,2001,24.2,23.6,23.9,24.7,25.6,26.7,27.5,28.1,27.8,26.7,25.3,24.8
9.1182e+05,425,2002,23.4,22.8,23.4,25,25.6,27.3,27.3,27.8,27.5,26.7,25.3,24.1
9.1182e+05,425,2003,22.5,23.3,24.5,25.3,26.1,27,28.1,28.4,27.8,27.3,26.1,24.5
9.1182e+05,425,2004,23.4,24.5,23.9,25.3,26.1,27.3,28.1,28.2,28.2,27.5,25.3,24.1
9.1182e+05,425,2005,22.7,23.2,23.4,25.9,27.4,28.2,28.4,28.7,27.4,25.9,25,23
9.1182e+05,425,2006,23.5,22.3,23.1,23.8,24,26.7,27.1,27.3,26.7,26.2,25.7,24.5
9.1182e+05,425,2007,23.8,23.1,23.5,24.8,25.8,27,27.5,27.8,27.5,26.8,24.9,24.2
9.1182e+05,425,2008,23.1,23.8,25.1,25.2,26.2,26.9,27.9,27.6,26.9,26.5,25.2,24
9.1182e+05,425,2009,22.6,23,23.2,23.7,25.6,28.1,27.7,27.5,28.1,27.3,26.1,23.3
9.1182e+05,425,2010,23.7,22.8,23.9,24.4,25.8,26.5,26.5,27.1,27,26.7,25.3,24
9.1182e+05,425,2011,23,23.9,24.7,25.1,26,NaN,NaN,NaN,NaN,NaN,NaN,NaN
