station=82850 
Lat = 39.48 N 
Lon = 0.38 W 
Stn Number,Country Code,Year,Jan,Feb,Mar,Apr,May,Jun,July,Aug,Sep,Oct,Nov,Dec 
82850,643,1900,10.7,13.5,11.1,14.6,17.9,20.9,23.2,23.4,21.3,17.4,12.4,10.4
82850,643,1901,9.5,6.9,12.3,15.5,16.6,22.2,23.7,24,22.1,15.6,10.8,7.8
82850,643,1902,8.7,11.6,13.2,15.7,15.1,20.2,24.1,23.5,20.8,16.5,12.7,9.6
82850,643,1903,8.5,10.7,12.8,14.3,16.5,20.1,NaN,NaN,NaN,NaN,NaN,NaN
82850,643,1904,10.9,12.2,11.2,14.6,18.4,21.6,24.4,25.2,20.6,17.8,11.4,10.6
82850,643,1905,8.9,8.6,14.7,16.1,15.9,21.3,24.4,24.2,20.6,15.6,11.2,8.2
82850,643,1906,10.1,10.2,11.4,12.3,16.5,21.6,23.1,24.8,21.2,17.7,12.4,9.3
82850,643,1907,8.9,9.4,12,14.7,15.9,21,22.5,24.2,20.8,16.2,11.3,11.5
82850,643,1908,9.9,11,11.4,13.5,18.2,19.3,22.8,23.8,22.2,NaN,13.2,10.1
82850,643,1909,8.1,8,12.8,14.9,17.4,19.2,22,24,20.4,18.4,12.6,11
82850,643,1910,9.3,12.8,11.3,14.2,15.6,20.8,22.8,23.4,20,17.1,13.8,10.4
82850,643,1911,7.1,10.8,11.6,13.1,16.6,20,24.2,25.1,22.9,16.8,12.7,11.7
82850,643,1912,9.8,12.8,14.6,13.7,18.1,20.2,22.5,23.4,19.2,16.2,11,8.6
82850,643,1913,11.2,11,13,14.3,17.4,20.7,22.8,23.7,20.4,17.5,14.7,9.4
82850,643,1914,7.3,12,14.6,14.7,16.2,18.5,22.2,22.8,21.8,17.3,11.9,10.4
82850,643,1915,9.9,10,11.8,12.8,16.6,21.1,23.4,24.9,20.8,16.1,12.3,11.2
82850,643,1916,10.1,11.7,12.1,14.3,17.7,19.5,22.6,24.8,20.6,17.9,13.6,11.2
82850,643,1917,9.1,10.4,12,12.4,17.1,20.4,23.6,23.8,22.2,16.5,12.2,7.3
82850,643,1918,9.2,10,11.6,13.2,17,20.2,22.5,22.7,20.6,12.9,11.1,10
82850,643,1919,7.6,11.6,12.2,13.1,15.8,19.3,20.2,22.9,19.8,13.1,9.8,8.6
82850,643,1920,NaN,9.6,11.5,14.6,16.3,19.7,21.8,22.2,19.8,16.3,10.7,7.8
82850,643,1921,9.4,10.4,12.5,13.7,16.2,20.6,23.8,24.2,22.6,19.1,12.2,10.4
82850,643,1922,9.9,11.9,12.3,15.6,18.1,19.5,22.1,23.9,19.2,17.2,12,8.7
82850,643,1924,10.1,NaN,NaN,NaN,NaN,NaN,NaN,23.3,21.9,NaN,NaN,10.1
82850,643,1925,8.6,11.3,9.9,14.1,16.5,20,22.1,23.2,20.3,17.2,10.8,9.9
82850,643,1926,10.6,14.1,13.9,15.2,16.7,19.7,22.6,23.6,23.4,19,12.8,8.3
82850,643,1927,10.2,9.8,14.3,15.2,17.8,20.8,23.5,24.3,21.7,17.5,11.6,10.3
82850,643,1928,9.4,11.1,13.4,14.6,16.7,20.8,24.9,25.2,22.3,18.3,12.8,8.9
82850,643,1929,6.4,9.9,11.1,14.3,16.5,22.2,23.7,23,21.4,16.8,12.6,11.1
82850,643,1930,NaN,7.9,12.7,13.6,17.3,20.4,23.7,24.2,21.9,19.2,14.2,11.1
82850,643,1931,9.8,10.6,10.4,14.9,17.3,22.6,23.9,25.6,19.8,16.4,12,7.3
82850,643,1932,7.8,7.2,13.4,14.2,17.7,19,21.5,21.8,21.4,16.8,13.6,10.3
82850,643,1933,8.4,10.5,12.5,14.6,17.3,18.4,22.7,25,22.2,18,10.4,7.1
82850,643,1934,8.6,9,12.1,13.8,17.6,21,24.1,23.2,22,17.2,10.1,12.9
82850,643,1935,8.4,11.1,12,15.1,14.4,20.8,23.7,23.2,22.4,16.5,13.2,12.1
82850,643,1936,12.9,12.7,13.3,14.6,15.5,18.7,22.3,22.7,21.6,15.4,12.2,8.5
82850,643,1937,10.9,13.7,13.5,15.7,17.7,20.8,22.8,24.4,21.4,NaN,NaN,NaN
82850,643,1938,9.1,8.9,11.5,12.7,15.2,19.2,22.1,23.2,19.9,17.8,13.9,10.1
82850,643,1939,12.4,10.5,11.6,14,14.9,18.8,21.6,22.1,21.1,16.6,12.5,9.8
82850,643,1940,9.1,12.6,14.2,14.8,16.6,18.4,21.3,22.5,20.4,15.5,12.6,7.8
82850,643,1941,9.4,12.3,12.8,13.3,14.9,19.1,22.3,22.1,20.1,16.2,11,8.2
82850,643,1942,9.6,8.8,14.1,15.4,17.8,21,22.5,23.2,21.5,18.8,12.4,9.7
82850,643,1943,11.4,11,11.9,15.1,18.4,21.4,23.2,24.4,21.8,17.2,11.5,9.1
82850,643,1944,8.4,8.3,11.6,15.5,17,20.7,22.7,24.1,21.5,15.7,13.5,8.8
82850,643,1945,6.6,11.5,11.6,16.2,17.9,21.5,24.4,23.7,22.5,18.6,14,11.3
82850,643,1946,8.4,11.5,12.3,14.3,17.1,20,22.9,24.7,23.2,18.9,12.8,9
82850,643,1947,9.1,11.7,14.9,14.2,16.6,22,24.5,24.3,21.5,18,15.3,9.8
82850,643,1948,12.8,11.7,14.1,14.8,18.3,21.4,22,24.6,21.8,16.9,14,11.3
