station=684380 
Lat = 28.8 S 
Lon = 24.77 E 
Stn Number,Country Code,Year,Jan,Feb,Mar,Apr,May,Jun,July,Aug,Sep,Oct,Nov,Dec 
6.8438e+05,141,1952,25.85,21.8,20.85,17.05,12.05,10.85,9.65,11.45,14.2,19.75,21.15,22.8
6.8438e+05,141,1953,26.15,22.4,20.7,14.933,12.867,8.8,8.6333,11.1,16.167,20.233,21.233,21.967
6.8438e+05,141,1954,22.767,22.9,19.267,16.133,12.667,8.8667,7.8333,11.7,16.333,19.833,21.2,23.567
6.8438e+05,141,1955,23.233,20.233,19.767,15.233,14.1,8.9667,8.9,9.7,15.1,16.933,20.5,20.667
6.8438e+05,141,1956,24.3,21.9,20.133,16.933,11.9,9.7,10.967,12.433,14.6,19.333,20.3,21.033
6.8438e+05,141,1957,24.5,22.9,22.1,16.45,13.35,8.3,10.45,11.75,14.7,16.85,22.4,23.4
6.8438e+05,141,1958,22.5,22.2,21.2,18.15,12.95,8.6,11.25,12.25,16,19.35,22.1,23.3
6.8438e+05,141,1959,22.3,22.467,21.5,17.233,10.533,9.6,10.533,11.067,16.567,19.233,21.833,21.467
6.8438e+05,141,1960,23.275,23.4,20.725,15.15,11.7,8.825,8.425,14.075,16.7,19.625,21.45,23.2
6.8438e+05,141,1961,22.675,24.25,20.65,16.95,11.675,10.2,10.45,10.45,17.325,18.65,20.925,22.85
6.8438e+05,141,1962,24.7,21.1,20.8,15.667,12.5,9.425,10.675,12.4,17.125,20.05,20.925,24.025
6.8438e+05,141,1963,21.65,22.35,19.7,15.4,11.833,9.25,8.15,11.7,19.6,19.75,20.825,23.75
6.8438e+05,141,1964,25.667,24.4,22.975,16.533,14,7.95,7.95,11,15.7,18.625,20.675,22.225
6.8438e+05,141,1965,23.825,24.2,21.175,16.45,13.425,7.175,10.05,14.45,17.775,17.075,20.825,24.125
6.8438e+05,141,1966,25.6,20.75,21.85,16.6,13.175,11.275,9.4,13.25,15.325,20.725,22.65,24.8
6.8438e+05,141,1967,23.15,21.975,19.95,14.825,12.95,9.275,7.7,12.4,16.475,18.4,20.95,24.1
6.8438e+05,141,1968,24.95,22.95,19.625,14.875,12.05,6.3,9.475,11.475,16.25,18.6,21.4,23.775
6.8438e+05,141,1969,25.825,24.725,20.6,16.025,12.675,10.325,11.225,12.725,14.95,18.175,22.475,24.825
6.8438e+05,141,1970,25.175,24.55,22.175,18.95,13.8,9.975,9.6,11.275,16.15,19.75,21.95,22.075
6.8438e+05,141,1971,23.275,21.95,21.975,17.275,12.325,10.625,10.075,10.7,17,18.375,21.05,22.225
6.8438e+05,141,1972,22.6,21.45,19.25,17.425,11.925,9.675,10.125,11.625,16.15,20.85,23.125,25.175
6.8438e+05,141,1973,25.75,22.575,22.475,16.65,12.35,11.35,10.7,11.2,14.75,19.75,21,22.325
6.8438e+05,141,1974,22.5,21.8,19.125,16.175,12.425,9.775,10.35,9.825,15.35,18.475,20.575,22.9
6.8438e+05,141,1975,23.333,21.6,18.5,16.325,12.2,11.125,9.575,11.9,17.75,18.15,20.5,20.55
6.8438e+05,141,1976,20.825,21.375,19.45,16.85,12.7,9.1,8.9667,10.575,17.3,17.375,19.025,22.5
6.8438e+05,141,1977,23.95,23,19.375,17.75,11.1,9.65,9.275,11.175,16.3,19.45,22.3,24.4
6.8438e+05,141,1978,23.725,23.625,22.225,15.075,12.725,8.125,11.675,12.025,14.45,17.475,23.15,23.775
6.8438e+05,141,1979,23.375,24.2,21.325,19.175,13.4,9.875,9.35,12.175,15.35,18.9,22,24.925
6.8438e+05,141,1980,24.925,23.9,21.575,16.675,13.275,9.925,10.425,13.6,15.175,20.25,20.025,23.375
6.8438e+05,141,1981,24.375,22.75,19.3,17.625,13.975,9.625,10.275,10.2,13.575,16.725,22.35,22.05
6.8438e+05,141,1982,24.8,24.425,21.125,14.775,13.65,10.225,9.375,12.625,18.875,19.775,21.575,24.275
6.8438e+05,141,1983,27.725,24.925,22.7,20.475,12.975,11.075,10.375,12.025,17.925,20.35,21.45,24.275
6.8438e+05,141,1984,26.325,26.225,23.175,16.825,12.475,10.25,10.175,13.15,17.3,19.275,22.35,23.4
6.8438e+05,141,1985,25.475,23.525,19.925,17.35,13.15,10.925,9.875,14.8,17.2,21.4,22.9,21.975
6.8438e+05,141,1986,24.55,22.6,21.667,19.25,15.25,10.7,9.95,12.825,16.225,19.65,21.6,25.85
6.8438e+05,141,1987,25.875,24.95,22.575,19.425,15.275,9.675,9.925,12.075,14.525,20.1,23.275,24.8
6.8438e+05,141,1988,26.95,22.6,20.9,14.9,12.95,8.575,9.9,13.05,15.6,17.125,20.975,21.975
6.8438e+05,141,1989,23.1,21.05,20.875,17.025,14.35,8.95,9.325,13.625,15.575,18.95,21.475,24.575
6.8438e+05,141,1990,25.2,22.525,21.6,17.275,13.475,9.025,9.2,12.95,17.225,20,22.8,23.45
6.8438e+05,141,1991,24,22.867,20.7,18.45,14.7,9.2,9.9,11.4,16.15,18.95,21.4,23.65
