station=428670 
Lat = 21.1 N 
Lon = 79.05 E 
Stn Number,Country Code,Year,Jan,Feb,Mar,Apr,May,Jun,July,Aug,Sep,Oct,Nov,Dec 
4.2867e+05,207,1893,18.2,20.3,22.9,30.6,32.9,28.1,26.8,25.6,25.5,24,21.7,18.1
4.2867e+05,207,1894,20.1,24,27.5,30.7,34.6,29,25.8,25.6,25.8,25.1,19.8,19.5
4.2867e+05,207,1895,20.1,22.2,26.3,30,34.5,29.8,26.9,26.3,27.1,25.1,22.8,18.3
4.2867e+05,207,1896,19.3,24.2,28.9,33.2,35.7,29.7,27.1,25.4,27.5,26.7,23.7,20.5
4.2867e+05,207,1897,21.6,25.2,27.7,32.4,35.2,32.4,28.4,26.3,27.3,25.6,21.3,18
4.2867e+05,207,1898,18.6,21.5,27,32.4,34.2,30.1,26,24.9,26.4,25.2,22.3,20.8
4.2867e+05,207,1899,18.4,22.8,28.5,30.2,33.9,31,27.4,27.9,29,27.1,23.3,21
4.2867e+05,207,1900,22.9,24.6,28.8,32.6,34.7,32.9,27,26.2,26.3,24.4,21.7,21.7
4.2867e+05,207,1901,19.5,21.6,26.5,30.6,33.7,31.9,26.9,25.3,27,26.2,21.5,18.9
4.2867e+05,207,1902,21.2,23,28.8,32.1,35.1,33.2,27.4,27.7,26.6,25.7,21.1,18.6
4.2867e+05,207,1903,20.9,21.8,27.1,31.9,31.9,32.1,26.9,26.5,26.7,24.7,20.2,18.6
4.2867e+05,207,1904,20.1,22.2,26.6,32.5,33.9,29.7,26.6,26,25.9,25.1,20.5,19.2
4.2867e+05,207,1905,19.2,19.6,26.1,28.7,34.3,33.1,26.4,26.4,25.5,24.7,21.6,18.2
4.2867e+05,207,1906,19.1,22.3,25.6,32.1,35.2,29.8,25.9,26.1,25.7,24.6,21.4,19.2
4.2867e+05,207,1907,20.2,22.5,26.4,28.4,33.4,31.6,27.7,25.2,27.4,26.8,22.9,18.6
4.2867e+05,207,1908,18.9,23.2,26.6,32.9,35.5,32.6,26.3,25.7,27,25.5,21.2,17.8
4.2867e+05,207,1909,21.4,23.2,28.4,28.7,34,30.1,26.2,27.1,26.4,25.8,22.2,20
4.2867e+05,207,1910,20.2,22.1,27.4,32.6,34.7,29.3,26.8,26.4,26.4,25,20.4,19.3
4.2867e+05,207,1911,21.2,21.8,26.4,31.9,36.1,29.9,27.9,26.1,26.6,26.1,23,19.2
4.2867e+05,207,1912,20.6,23.5,27.7,31.4,34.8,34.6,27.6,26.3,27,26,21.8,18.7
4.2867e+05,207,1913,19.7,23.6,26.9,33.5,33.6,29.6,27,26.2,27.5,26.5,22.5,19.8
4.2867e+05,207,1914,20.5,23.9,27,29.8,34.2,30.1,27,26.7,26.9,26.1,23.1,19.6
4.2867e+05,207,1915,19.9,22.4,26,30.9,35.3,34,27.9,26.4,27.2,26.6,23.8,18.8
4.2867e+05,207,1916,19.9,22.9,28,32.8,34.5,28.2,27.4,26.6,26.8,26,22.5,18.2
4.2867e+05,207,1917,19.9,21.5,25.5,29.5,28.7,29.1,26.7,26.8,26.2,25.8,21.2,19.9
4.2867e+05,207,1918,18.6,23.4,27.3,31.4,33.2,28.3,28,26.4,27.7,25.6,22.8,19.5
4.2867e+05,207,1919,21,22.1,27,30.6,33.3,29.6,26.8,26,27.2,25.1,23.1,19.1
4.2867e+05,207,1920,20.4,22.9,27.3,30.9,32.7,32.4,26.6,27.1,27.9,27,22.5,20
4.2867e+05,207,1921,21,23,29.4,33.3,37,30.4,27.5,26.8,26.4,26,21,20.1
4.2867e+05,207,1922,19.9,23.6,28.6,32.7,35.5,30.6,26.7,26.6,26.4,25.5,22,18.7
4.2867e+05,207,1923,20.3,22.5,26.7,31.9,34.7,34.9,26.6,25.7,26.7,24.2,22,20.1
4.2867e+05,207,1924,21,24.5,28.9,33.1,35,33.8,27.2,26.8,26.7,25,21,19.7
4.2867e+05,207,1925,19.2,22.4,27.4,33.3,33.1,29.6,25.7,26.6,27.5,26.4,22.6,18.7
4.2867e+05,207,1926,20.8,24.1,27.2,29.7,32.7,35.3,28.3,26.7,27.4,25.6,21,19.5
4.2867e+05,207,1927,22.3,23.5,26.8,33.1,35.5,32,26.8,27.2,27.8,26.1,20.9,20.4
4.2867e+05,207,1928,21.8,23.2,27.9,32.1,36.7,31.9,27.2,28.1,27.9,26.4,22.9,20.1
4.2867e+05,207,1929,21.5,21.8,28.1,31.4,36.2,31.2,26.9,26.8,27.1,26.1,22.2,20
4.2867e+05,207,1930,21.1,22,28.2,31.2,35,32,27.4,26.9,27.7,27,21.9,20.7
4.2867e+05,207,1931,21.4,25.5,27.6,33.4,36.5,33.4,27.4,26.6,27.6,25.5,22.2,19.6
4.2867e+05,207,1932,21.4,21.9,27.5,32.1,35,33.3,26.9,27.5,27.6,27.1,23.3,20.2
4.2867e+05,207,1933,21.7,24.9,28,30.9,31.2,30,27.7,26.9,26.9,25.8,22.4,20.1
4.2867e+05,207,1934,19.4,23.4,27.8,32.6,35.7,31.9,27.3,26.6,26.4,25,21.2,20
4.2867e+05,207,1935,20.5,23.4,27.6,30.1,36.3,32.7,26.5,26.8,26.9,26.5,22.9,21.3
4.2867e+05,207,1936,22.4,22.8,28.1,31.7,35.8,29.2,27.8,26.9,27.1,25.5,23.6,20.3
4.2867e+05,207,1937,19.7,23.4,26.2,27.8,34,32.4,26.9,26.7,27.3,25.5,23.1,19.7
4.2867e+05,207,1938,23.2,22.2,29.2,32.1,35.5,28.1,26.5,27.1,27.6,25.5,22.2,19.7
4.2867e+05,207,1939,21.8,24.5,26.5,32.1,36.3,31.4,26.9,27,27.2,26.6,22.2,19.9
4.2867e+05,207,1940,20.3,24,27.4,32.1,35.5,31.6,26.5,26.8,27.6,26.5,22.9,20.3
4.2867e+05,207,1941,21.7,22.9,28.6,33.7,36.8,32.8,28,27.5,28.3,27.4,22.9,21.5
4.2867e+05,207,1942,21.1,22.9,28.2,32.7,37,33.7,26.2,26.7,26.9,26.5,22.6,19.7
4.2867e+05,207,1943,21.9,21.8,28.4,32.1,35.3,30.7,26.9,25.9,26.7,25,22.1,18.1
4.2867e+05,207,1944,20.5,21.9,25.6,30.6,36.1,32,26.1,26.5,27.1,25.4,22.1,21.9
4.2867e+05,207,1945,20.2,22.9,28.2,30.2,35.3,32.2,26.2,27,26.9,25.7,21.5,19.1
4.2867e+05,207,1946,20.6,23.6,28.1,31.5,34.9,28.6,26.6,26.2,26.1,26.9,23,21.5
4.2867e+05,207,1947,20.9,22.8,27.3,32,35.3,32.8,26.4,27,26.7,25.4,23,20.9
4.2867e+05,207,1948,21.1,23.2,27.2,32.8,37.1,31.8,26.8,26.5,26.5,27.3,23.8,18.7
4.2867e+05,207,1949,21,22.8,28.4,32.5,34.7,29.5,26.6,27,26.7,26.1,20.9,20.5
4.2867e+05,207,1950,21.2,22.3,26.4,32,35.4,31.5,26.2,27,27,25.6,21.6,20
4.2867e+05,207,1951,19.5,23.5,27.5,30.4,34.4,32,28.1,26.5,27.6,27.3,22.4,19.2
4.2867e+05,207,1952,20.9,24.1,26.8,32.8,36.2,32.8,27.8,26.5,27.6,26.3,21.3,21.2
4.2867e+05,207,1953,20.8,25.3,30.2,32.2,36,33.8,27.4,26.5,27.6,25.4,21.4,20.1
4.2867e+05,207,1954,19.8,24.8,28,32.5,36.6,32.2,26.8,27.2,26,24.2,21.2,20.1
4.2867e+05,207,1955,20.9,24.3,28.8,30,34.3,31,27,26.5,26.7,24.8,20.1,19
4.2867e+05,207,1956,20.8,22.8,28.8,32.8,34.6,29,26.2,26.8,26.4,25.4,21.2,20.1
4.2867e+05,207,1957,21.6,21.9,24.8,30,33.3,32.2,27,27,27.5,25.9,23.2,21.6
4.2867e+05,207,1958,21.5,24,27.6,32.3,35.5,34,27,27.4,26.7,25.5,23.2,19.5
4.2867e+05,207,1959,21.5,23.8,28.6,32.1,35.7,31.2,26.7,26.6,27.1,26.9,22.9,20.5
4.2867e+05,207,1960,20.1,24,26.4,31.4,35.4,31.6,27.5,26.5,28.1,25.9,21.9,21.7
4.2867e+05,207,1961,22.4,22.4,29.4,32.7,35.1,30.6,26.9,26.9,26.1,25.5,22.5,19.5
4.2867e+05,207,1962,19.8,23.4,27.5,31.7,34.1,32.4,27.6,27.3,27.1,25.4,22.7,20.2
4.2867e+05,207,1963,19.8,23.8,27,30.2,34.3,30.4,27.6,27.2,27.8,26.8,24,20.4
4.2867e+05,207,1964,21.6,24.4,28.8,33.9,35.7,32.2,27.6,26.7,27.9,27,21.9,19.9
4.2867e+05,207,1965,21,23.4,27.4,31.3,37,31.8,27.7,27.6,27.1,27,23.5,21.1
4.2867e+05,207,1966,20.8,25,28.4,33.1,34.7,32.9,29.8,27.5,27.9,27.5,25.1,20.1
4.2867e+05,207,1967,21.4,24.8,27,31.5,35.3,32.5,28,26.9,27.4,26.5,23.5,22
4.2867e+05,207,1968,19.9,22.8,26,30.1,34.5,32.6,28,26.5,28.4,26,22.6,20.3
4.2867e+05,207,1969,21.4,25.6,30.4,33.7,35,33.2,27.6,26.9,27.1,26.4,24.6,20.5
4.2867e+05,207,1970,21.6,25.4,28,32.9,36.1,28.8,27.6,26.9,27.4,26.9,21.5,19.2
4.2867e+05,207,1971,21,23.4,26.2,32.1,33.5,28.6,27.1,27.3,27.5,26.4,21.5,18.8
4.2867e+05,207,1972,19.9,22.2,28.6,31.7,35,33.3,27.6,26.2,27.1,26,22.1,21.1
4.2867e+05,207,1973,21.8,24.3,28.6,34.5,36.9,32.1,26.5,26.5,26.7,25.1,21.1,20.1
4.2867e+05,207,1974,19.4,23.2,28.5,32.5,33.7,30.9,27.9,26.3,28.5,25.9,20.9,18.7
4.2867e+05,207,1975,18.8,22.4,27.2,32.8,36.1,31.5,26.9,26.9,27.1,27,20.3,18.5
4.2867e+05,207,1976,19,23.6,27.8,31.3,34.5,30.9,27.5,26.8,26.7,26.8,25.7,22.1
4.2867e+05,207,1977,20.8,24.2,29.9,32.5,33.7,31.5,27.7,26.6,26.7,26.1,24.5,20.1
4.2867e+05,207,1978,19.4,22.4,26.2,31.4,36.4,30.9,26.4,26,27.5,26.5,25,19.1
4.2867e+05,207,1979,21.4,21.4,26.6,32.1,31.9,33,28,26.5,28.1,27.5,25.5,20.6
4.2867e+05,207,1980,22,24.6,29,33.9,36.5,29.9,27.3,26.3,27.9,26.9,23.7,20
4.2867e+05,207,1981,19.5,24.1,26.8,32.5,35,32.5,26.8,26.7,27.7,26.4,22.1,19.3
4.2867e+05,207,1982,22.2,23.3,26.4,31.3,32.9,31.9,28.3,26.5,27.7,26.1,23.4,21.9
4.2867e+05,207,1983,20.9,23.1,27.8,31.8,35,34,28.7,27.9,27.5,25.5,21,19.1
4.2867e+05,207,1984,20.9,21.9,27.6,32.4,36.7,31.9,28.1,26.1,26.9,26.5,21.7,21.3
4.2867e+05,207,1985,22.3,23.1,29.7,32.8,35.9,31.1,27.4,26.8,27.5,25.1,22,21.3
4.2867e+05,207,1986,20.1,23.7,27.9,32.5,34.9,31.7,27.7,26.1,28.4,26.7,23.7,21.3
4.2867e+05,207,1987,20.5,22.8,26.9,32.7,33.1,33.6,28.6,28,28.9,26.6,23.8,19.9
4.2867e+05,207,1988,22.6,25.1,27.8,31.4,37.1,32.7,27.3,27.7,28.3,26.1,21.9,20.1
4.2867e+05,207,1989,20.5,23.5,26.7,32.6,35.8,31.2,27.9,27.1,27.7,26.4,23.5,19.9
4.2867e+05,207,1990,22.1,23.3,26.9,33.1,31.5,NaN,26.3,27.5,27.3,25.9,23.8,21.1
4.2867e+05,207,1991,20.4,24.9,28.7,31.6,36.5,31.2,28,26.5,28.3,26.6,22.8,20.7
