station=873440 
Lat = 31.32 S 
Lon = 64.22 W 
Stn Number,Country Code,Year,Jan,Feb,Mar,Apr,May,Jun,July,Aug,Sep,Oct,Nov,Dec 
8.7344e+05,301,1933,24.6,22.7,20.3,18.1,13.3,10,6.9,13.4,14.4,19.7,22.3,22.6
8.7344e+05,301,1934,25.2,22.3,20.3,14.8,12.8,10.7,9.9,11.7,13.1,16.6,19.1,22
8.7344e+05,301,1935,24.1,25.7,23.2,17,17.6,11.1,9.8,15.5,13.9,15.2,21.7,22.6
8.7344e+05,301,1936,24.4,22.9,22.1,16.7,13.1,10.2,10.2,10.8,15.6,19,19.1,23.2
8.7344e+05,301,1937,25.2,25.1,21.2,18.6,12.9,12.6,9.7,12.5,13.9,17.9,22.5,24.8
8.7344e+05,301,1938,25.2,23.9,19.6,15.6,13.7,10.5,9.7,10.3,15.9,19.7,21.8,27.1
8.7344e+05,301,1939,25.7,22.8,21.2,15.5,14.3,12.2,11.9,14.6,13.2,17.1,18.9,20.9
8.7344e+05,301,1940,23.3,21.9,19.9,16.8,14.6,11.6,11.3,9.8,13.9,15.2,19.7,22.2
8.7344e+05,301,1941,24.3,21.6,19,16,12.4,10.3,10.8,12.6,12.2,19.7,20,24.4
8.7344e+05,301,1942,24.4,22.7,19.6,16.7,11.6,6.9,7,11.1,14.8,18.3,21.9,23.8
8.7344e+05,301,1943,24.7,24.4,19.5,16.4,14.1,10.2,10.7,8.3,14.6,18.7,20,22.8
8.7344e+05,301,1944,22.6,23.8,20.1,17.2,13.5,11.8,11.4,13.2,18.6,19.1,20.3,25.4
8.7344e+05,301,1945,25.9,23.3,21,19.8,15.7,11.2,9.9,14.5,15.9,20.5,21.1,23.5
8.7344e+05,301,1946,23,25.6,20.1,18.2,13.2,8.4,9.7,11.8,16.2,17.5,22.9,23.6
8.7344e+05,301,1947,24.9,24.1,21.1,16.3,14.2,12.5,8.1,10,13.9,17.6,22,22.9
8.7344e+05,301,1948,25.1,23,19.5,16.7,14.3,11.7,9.5,10.6,16.2,18.4,21.3,25.8
8.7344e+05,301,1949,24.4,23.7,20.6,18.1,14.4,10.6,8.9,12,14.25,15.65,22.3,24.35
8.7344e+05,301,1950,24.85,23.2,21.55,18.75,15.1,11.45,11.15,13.7,13.5,16.8,19.45,24.35
8.7344e+05,301,1951,24.867,21.2,20.567,14.767,15.9,13,12.3,12.6,15.467,18.867,22.2,21.667
8.7344e+05,301,1952,24.567,22.133,23.633,17.167,15.4,7.6,11.7,12.167,14.5,16.9,18.9,21.633
8.7344e+05,301,1953,23.167,25,21.167,16.533,14.2,10.7,7.6,12.967,17.567,16.7,21.5,22.033
8.7344e+05,301,1954,24.433,24.5,22.067,16.3,12.233,9.7333,9.15,11.867,13.633,17.233,21.867,24.067
8.7344e+05,301,1955,25.9,22.033,18.867,16.5,11.933,10.367,7.7333,11.433,14.45,16.1,21.567,22.933
8.7344e+05,301,1956,22.5,21.6,20.7,15.1,9.9333,9.1667,11.2,11.933,14.933,16.467,19.1,21
8.7344e+05,301,1957,24.033,21.433,21.767,14.833,16.4,9.2,8,12.533,13.4,19.633,20.9,23.3
8.7344e+05,301,1958,22.95,22.9,19.933,17.5,13.233,12.3,15.333,10.267,15.367,19.267,20.833,19.933
8.7344e+05,301,1959,21.367,23.167,19.2,13.967,12.3,10.433,10.6,10.7,14.633,18.167,20.267,22.267
8.7344e+05,301,1960,24.2,23.667,19.767,17.233,13.867,10.833,9.0333,13.167,16.167,17.767,20.367,23.567
8.7344e+05,301,1961,23.533,22.1,19.933,16,15.567,9.5667,10.5,14.967,14.9,18.3,21.133,22.333
8.7344e+05,301,1962,22.433,22.633,22.233,16.133,12.867,9.3667,6.6,12.7,15.767,18.1,23.167,23.333
8.7344e+05,301,1963,23.467,22.7,19.733,19.6,14.433,11.633,12.333,13.067,13.8,17.067,18.467,21.467
8.7344e+05,301,1964,23.067,22.8,18.9,16.8,16.367,8.9,9.6667,12.067,15.2,16.167,19.833,21.067
8.7344e+05,301,1965,24.033,23.9,20.2,16.433,13.4,14.167,9.9667,12.7,14.233,19.333,21.033,21.7
8.7344e+05,301,1966,23.167,21.133,20.133,17.067,14.6,12.667,10.667,11.5,14.333,18.333,21.333,20.633
8.7344e+05,301,1967,23.933,22.767,19.833,18.767,17.6,6.6,10.567,12.233,14.6,17.9,19.867,25.067
8.7344e+05,301,1968,23.567,23.9,19.867,15.8,13.3,10.967,12.933,13.333,15.4,16.9,23.433,21.867
8.7344e+05,301,1969,24.5,23.633,21.3,18.767,15.6,10.5,11.667,10.933,16.533,18.267,21.567,24.333
8.7344e+05,301,1970,23.4,24.367,20.9,21.167,13.933,10.467,10.633,12.3,17.733,17.3,20.267,23.867
8.7344e+05,301,1971,21.233,21,19.8,14.8,13.133,6.9667,12.9,13.167,16.767,19.2,23.6,25.667
8.7344e+05,301,1972,25.4,23.8,19.567,16.467,15.4,12.033,10.167,11.867,14.3,17,19.367,22.867
8.7344e+05,301,1973,24.067,21.733,20.967,16.733,12.6,11.8,7.8333,11.7,13.85,18.767,20.167,21.75
8.7344e+05,301,1974,24.433,21.167,20.4,18.733,14.767,10.75,11.6,12.5,13.75,18.7,21.55,20.7
8.7344e+05,301,1975,23.2,22.65,19.733,17.467,14.667,13.467,8.8,10.333,14.9,18.5,20.367,25.8
8.7344e+05,301,1976,24,22.333,18.933,16.367,13.5,10.367,10.7,11.967,15.05,18.4,20.533,22.1
8.7344e+05,301,1977,23.5,22.333,20.533,17.9,13.133,12.033,10.9,12.667,17.233,20.167,21.667,22.367
8.7344e+05,301,1978,22.1,21.533,20.25,17.733,14.75,10.167,12.5,10.467,16.05,17.5,20.5,22.7
8.7344e+05,301,1979,23.267,22.233,20.1,15.7,14.067,10.7,12.267,14.467,13.5,18.6,18.3,21.633
8.7344e+05,301,1980,25.367,23.25,23.267,17.95,15.6,9.5333,10.333,13.133,15.667,18.1,20.3,23.333
8.7344e+05,301,1981,21.633,22.3,21.133,17.15,16.467,9.8,10,14.2,14.2,18.233,19.633,22.167
8.7344e+05,301,1982,23.067,21.6,20.65,17.8,15.1,10.7,11.033,13.433,16.167,19.167,19.75,22.867
8.7344e+05,301,1983,23.267,21,20.15,17.75,13.15,8.1333,8.7333,11.1,14.067,20.267,20.867,25.233
8.7344e+05,301,1984,24.25,22.8,20.567,16.133,14.367,8.6333,9.5,11.1,14.733,19.467,19.733,20
8.7344e+05,301,1985,22.6,22.3,20.8,16.6,16.233,11.85,10.5,12.133,14.6,17.933,21.6,23.1
8.7344e+05,301,1986,25,22.933,20,18.767,14.433,12.7,12.433,12.733,13.9,18.933,20.933,24.567
8.7344e+05,301,1987,23.8,23.2,20.5,17.6,10.8,12,12,10.9,14.8,19.2,21.4,20.35
8.7344e+05,301,1988,22.7,21.9,22.2,16.6,10.6,9.2,8.4,12.4,11.6,18.6,23,24.9
8.7344e+05,301,1989,25.8,22.3,NaN,17.6,13.9,12.5,9.9,13.6,14,18.3,21.8,24.2
8.7344e+05,301,1990,23.8,21.7,19.5,17.3,12.8,9.8,9.6,15.3,NaN,19.2,22,NaN
8.7344e+05,301,1991,23.1,22.4,22.7,18.4,15.5,11.3,11.25,NaN,16.2,NaN,NaN,NaN
