station=700260 
Lat = 71.3 N 
Lon = 156.78 W 
Stn Number,Country Code,Year,Jan,Feb,Mar,Apr,May,Jun,July,Aug,Sep,Oct,Nov,Dec 
7.0026e+05,425,1901,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.9,-8.5,-20.2,-25.3
7.0026e+05,425,1902,-31.6,-21,-27.4,-15.8,-3.8,5.9,6.3,5.8,2.1,-2.4,-16.2,-26
7.0026e+05,425,1903,-30.9,-26,-19.1,-16.7,-5.6,4.1,5.5,6.1,1.1,-13.2,-21.8,-21.7
7.0026e+05,425,1904,-33.2,-24,-17,-14.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7.0026e+05,425,1910,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.4,-7.2,-11.8,-26.3
7.0026e+05,425,1911,-31.5,-25.2,-25.3,NaN,-2.4,4.7,9.5,8.3,4.2,-1.3,-13.4,-27.4
7.0026e+05,425,1915,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-30
7.0026e+05,425,1916,-23.5,-25.8,-26.3,-14.7,-2.1,NaN,NaN,4.6,1.3,-5.9,-19.2,-30.2
7.0026e+05,425,1917,-33.2,-20.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7.0026e+05,425,1918,NaN,-28.1,-25.9,-19.9,-6.1,1.4,2.4,4.3,NaN,NaN,NaN,NaN
7.0026e+05,425,1920,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-8.7,-18.3,-25.8
7.0026e+05,425,1921,-27.967,-28.433,-25.033,-18.133,-6.4333,0.73333,6.4,5.2,-0.13333,-8.5,-14.333,-23.033
7.0026e+05,425,1922,-22.2,-25.767,-25.567,-16.633,-10.567,0.4,2.4667,3.5,-3.0333,-11.7,-20.1,-21.267
7.0026e+05,425,1923,-31.467,-25.533,-28.667,-17.633,-5.0667,1.8,5.8,7.2333,-1.3333,-5.8333,-15.933,-30.033
7.0026e+05,425,1924,-29.567,-32.533,-21.433,-25.767,-9.1333,-0.066667,3.3667,2.7,-3.8333,-15.2,-19.133,-23.433
7.0026e+05,425,1925,-34.267,-35.433,-27.433,-17.033,-6.4333,3.1667,6.3333,6.5,1.7333,-4.6,-20.733,-26.533
7.0026e+05,425,1926,-25.867,-29.033,-24.033,-14.667,-7.4333,3.1667,5.5,5.2,2.7333,-4.5,-12.5,-25.933
7.0026e+05,425,1927,-27.167,-29.733,-27.233,-19.933,-3.5667,3.0667,8.0667,3.7,-1.1333,-11.2,-17.7,-24.833
7.0026e+05,425,1928,-21.567,-22.167,-28.833,-14.733,-6.3333,4.0667,6.7667,4.2333,-0.23333,-7.2,-13.5,-24.833
7.0026e+05,425,1929,-24.567,-25.133,-27.733,-14.367,-6.1333,1.1667,3,5.1333,2.7333,-5.7333,-17.8,-22.267
7.0026e+05,425,1930,-14.967,-30.533,-28.433,-18.033,-5.2667,3.7667,7.0667,4.5,1.1667,-7.9,-20.7,-23.733
7.0026e+05,425,1931,-28.5,-30.4,-23.033,-14.267,-6.3333,2.1667,3.9667,3.4,-2.6333,-13.2,-17.7,-24.333
7.0026e+05,425,1932,-30.167,-30.267,-21.933,-15.133,-4.8,2.7333,5.3667,1.6,-0.13333,-7.5,-20.5,-19.667
7.0026e+05,425,1933,-30.967,-28.033,-24.467,-16.133,-6.9333,-0.066667,4.5667,3.7,-2.1667,-11.1,-22.1,-26.033
7.0026e+05,425,1934,-32.967,-23.467,-26.533,-19.033,-7.4667,1.3667,4.4667,3.2,0.43333,-6.2,-17,-19.633
7.0026e+05,425,1935,-23.267,-24.033,-22.033,-15.433,-9.4667,0.4,4.5667,3.9,-0.13333,-6.4,-21.8,-26.467
7.0026e+05,425,1936,-26.667,-32.633,-26.667,-15.367,-9.3667,3.6,4.8667,7.0333,-1.3333,-11.833,-18.233,-24.433
7.0026e+05,425,1937,-20.567,-25.533,-25.333,-18.633,-5.1333,3.1667,4.4667,3.6,1.4333,-5.6,-12.7,-20.733
7.0026e+05,425,1938,-28.3,-29.067,-27.033,-18.933,-5.7333,2.9,6.4667,5.5,0.033333,-3.3,-12.633,-23.933
7.0026e+05,425,1939,-28.867,-28.367,-25.533,-11.65,-7.1333,1.3667,3.6667,4.4,1.3333,-6.6,-22.133,-18.267
7.0026e+05,425,1940,-23.167,-28.133,-22.833,-13.233,-4.0333,-0.1,6.5,5,2.7333,-4.3333,-12.333,-21.133
7.0026e+05,425,1941,-25.967,-23.533,-27.333,-17.733,-5.4667,1.3,2.1,4.6,0.53333,-10.433,-19.5,-20.667
7.0026e+05,425,1942,-20.167,-22.933,-27.833,-15.533,-6.4667,1.8,6.3667,4.4,0.93333,-7.5,-19.3,-25.033
7.0026e+05,425,1943,-30.967,-25.933,-24.333,-16.833,-2.3333,3,4.0667,3.9,-0.033333,-6.4333,-14.133,-22.833
7.0026e+05,425,1944,-26.367,-23.033,-23.467,-16.633,-6.3333,2.9,4.6667,2.9333,-0.43333,-5.9333,-20.3,-24.033
7.0026e+05,425,1945,-26.4,-29.033,-27.433,-14.6,-7.6667,-0.26667,3.5667,1.4,-1.0333,-8.9,-22.8,-24.033
7.0026e+05,425,1946,-26.867,-26.4,-24.967,-22.933,-6.2,1.5,4.6333,4.4667,-1.9333,-7.2,-14.567,-28.267
7.0026e+05,425,1947,-29.233,-27.8,-25.467,-16.733,-7.9,-0.9,4.8333,3.6667,0.46667,-8.3,-15.033,-21.533
7.0026e+05,425,1948,-27.867,-24.033,-26.133,-16.1,-9.2333,-0.83333,5.2667,2.8667,-3.4333,-11.433,-20.5,-29.3
7.0026e+05,425,1949,-25.225,-26.85,-20.75,-22.85,-8.45,-0.375,3.775,5.975,1.7,-3.175,-14.133,-23.75
7.0026e+05,425,1950,-19.8,-31.025,-24.1,-16.025,-5.55,1.2,4.075,4.625,0.65,-5.5333,-9.1333,-23.35
7.0026e+05,425,1951,-33.367,-27.5,-26.5,-15.625,-7.05,1.4,7.1,7,0.8,-4.875,-11.35,-22.05
7.0026e+05,425,1952,-26.525,-29.875,-26.55,-20.35,-9.025,-0.025,5.3,4.3667,-0.35,-6.325,-14.85,-23.65
7.0026e+05,425,1953,-27.225,-29.35,-26.65,-16.15,-6.4,1.7,3.875,1.875,-0.2,-12.575,-18.15,-27.225
7.0026e+05,425,1954,-27.325,-29.1,-23.225,-16,-8.425,1.425,4.525,8.125,2.625,-5.825,-17.45,-26.467
7.0026e+05,425,1955,-25.7,-32.45,-27.975,-18.55,-8.625,0.525,4,0.625,-1.9333,-13.075,-24.275,-27.6
7.0026e+05,425,1956,-27.575,-33.15,-25.9,-17.1,-6.125,-0.475,4.2,0.33333,0.625,-11.425,-23.55,-23.2
7.0026e+05,425,1957,-20.275,-31.725,-26.575,-13.675,-6.725,1.3,4.525,6.1,-1.2,-7.25,-18.9,-29.45
7.0026e+05,425,1958,-27.225,-27.125,-24.3,-17.825,-7.85,0.8,4,6.375,2.45,-7.85,-16.1,-22.7
7.0026e+05,425,1959,-27.55,-22.575,-32.475,-18.95,-6.6,1.1,2.925,3.3,-0.475,-8.275,-20.9,-30.775
