station=727930 
Lat = 47.6 N 
Lon = 122.33 W 
Stn Number,Country Code,Year,Jan,Feb,Mar,Apr,May,Jun,July,Aug,Sep,Oct,Nov,Dec 
7.2793e+05,425,1931,6.05,5.35,7.3,10.15,13.725,14.85,17.525,16.85,14.225,10.625,4.95,3.65
7.2793e+05,425,1932,1.925,3.15,6.875,9.7,11.675,15.55,15.5,16.7,14.65,11.225,8.2,2.05
7.2793e+05,425,1933,2.6,1.475,6.125,8.65,10.25,13.8,15.9,17.775,13.1,10.9,7.325,5.6
7.2793e+05,425,1934,5.9,7.45,9.675,12.5,13.8,15.225,16.175,17.525,13.675,11.525,8.6,4.6
7.2793e+05,425,1935,3.475,6.025,4.725,8.3,11.7,14.725,16.625,16.15,15.325,9.55,5.2,5.45
7.2793e+05,425,1936,4.65,-0.45,5.175,10.525,13.65,15.925,17,17.925,13.975,11.875,6.575,4.875
7.2793e+05,425,1937,-2.775,3.825,8.15,8.45,12.15,16.025,17.2,16.575,15,12.425,7.325,5.175
7.2793e+05,425,1938,3.875,5.35,6.525,10.475,12.425,15.65,18.2,16,16.2,11.625,5.425,4.975
7.2793e+05,425,1939,5.05,3,6.525,10.525,12.5,13.5,17.15,17.475,14.325,10.65,9.275,6.9
7.2793e+05,425,1940,5,6.275,8.525,10.6,13.875,15.825,16.95,17.2,16.1,12.35,5.05,5.675
7.2793e+05,425,1941,5.775,7.25,10,10.95,12.3,15.025,18.975,17.15,13.275,11.25,8.1,4.45
7.2793e+05,425,1942,3.775,4.65,6.9,10.15,12.1,14.15,18.625,18.225,14.3,11.7,5.55,4.775
7.2793e+05,425,1943,0.025,5.825,5.8,10.425,10.7,13.95,16.75,16.375,15.675,10.75,7.9,4.125
7.2793e+05,425,1944,4.45,4.275,5.65,9.375,11.7,14.225,17.25,16.35,15.6,12.375,6.45,3.775
7.2793e+05,425,1945,4.625,4.975,5.6,7.4,12.9,13.975,17.5,16.825,13.2,10.85,5.4,3.625
7.2793e+05,425,1946,4.1,4.8,6.225,8.6,13.375,14.1,17.35,16.925,14.425,8.425,4.6,3.375
7.2793e+05,425,1947,1.375,5.925,8.125,10.275,13.85,14.675,16.6,16.1,13.925,10.6,5.8,5.125
7.2793e+05,425,1948,2.95,3,5.625,7.375,11.275,16.2,16.4,15.75,13.725,9.9,5.05,1.575
7.2793e+05,425,1949,-2.05,2.225,6.625,9.55,13.225,13.95,15.65,16.275,15.15,8.275,9.725,3.125
7.2793e+05,425,1950,-4.625,3.525,5.25,7.45,10.075,14.8,16.375,17.1,14.25,9.525,5.85,6.65
7.2793e+05,425,1951,2.2,3.825,3.7,9.4,11.675,15.225,17.275,15.925,14.9,10.225,6.4,2.15
7.2793e+05,425,1952,1.625,4.5,5.475,9.375,12.15,13.025,16.95,16.975,15.475,12.4,5.1,4.65
7.2793e+05,425,1953,6.625,5.2,6.475,8.525,12.175,13.225,16.975,17.225,15.025,11.4,8.55,5.6
7.2793e+05,425,1954,1.675,5.725,5.25,7.675,11.85,13.075,15,15.35,14.3,10.625,9.55,4.925
7.2793e+05,425,1955,3.475,3.15,3.35,6.875,10.15,14,15.1,15.8,13.9,10.375,3.25,2.975
7.2793e+05,425,1956,3.225,1.425,4.85,9.6,13.825,13.625,17.975,17.075,14.6,9.6,6.15,4.7
7.2793e+05,425,1957,-0.275,3.425,6.7,9.8,14.225,15.475,16.2,16.075,16.825,10.6,6.175,5.975
7.2793e+05,425,1958,5.6333,8.325,6.675,9.525,15.3,17.45,20.575,18.675,14.725,11.675,5.925,6.95
7.2793e+05,425,1959,4.05,4.275,6.475,9.35,11.4,14.9,18.1,16.225,13.475,10.625,6.175,4.55
7.2793e+05,425,1960,2.9,4.925,6.125,9.375,10.925,14.725,18.5,16.275,13.85,11.35,6.325,4.0333
7.2793e+05,425,1961,6.25,6.225,6.95,8.3,11.433,16.4,17.9,18.833,13.133,9.4,5.225,3.4333
7.2793e+05,425,1962,3.15,5.65,4.8667,10.075,10.25,14.1,16.3,16,15.1,11.2,7.875,5.525
7.2793e+05,425,1963,0.65,8.425,6.475,8.6,12.875,13.975,15.625,16.65,16.4,11.775,6.8,4.65
7.2793e+05,425,1964,4.375,4.425,6.05,7.525,10.7,13.95,16.675,15.9,13.275,11.425,4.5,1.9
7.2793e+05,425,1965,3.925,4.975,6.75,9.55,10.65,14.8,18.2,17.65,13.225,12.3,8.875,3.8
7.2793e+05,425,1966,4.1,5.025,6.6,9.325,11.725,14.475,16.275,17.225,15.65,10.375,7.15,6.325
7.2793e+05,425,1967,5.275,5.625,5.275,7.05,11.925,16.55,17.625,19.8,16.85,11.325,7.35,3.975
7.2793e+05,425,1968,3.9,7.575,8.2,7.875,12.475,14.575,18.175,16.375,14.2,9.85,6.975,1.8
7.2793e+05,425,1969,-0.45,4.075,6.75,8.8,13.425,16.975,16.3,15.725,14.475,9.7,7.225,5.35
7.2793e+05,425,1970,3.9,7.15,6.6,7.15,11.3,15.85,17.025,16.4,12.8,9.525,6.65,2.75
7.2793e+05,425,1971,3.575,4.625,4.175,8.225,11.75,12.55,17.25,18.675,13.35,9.1,6.4,2.3
7.2793e+05,425,1972,1.6,4.525,7.075,7,12.95,14.15,17.15,17.7,12.825,8.95,6.8,2.25
7.2793e+05,425,1973,3,6.2,6.55,8.65,12.6,14.175,17,15.325,14.825,10,4.625,5.65
7.2793e+05,425,1974,2.7,4.95,5.9,8.325,10.2,14.675,16.05,17.6,16.5,10.825,7.2,5.65
7.2793e+05,425,1975,3.775,4,5.1,6.375,11.55,13.5,17.275,15.425,14.9,9.875,5.975,5.075
7.2793e+05,425,1976,5.575,4.8,5.125,9.05,12.1,13.225,16.75,15.725,15.325,10.525,7.925,5.875
7.2793e+05,425,1977,2.9,7.875,5.925,10.3,10.95,15.6,16.15,19.225,13.425,10.05,5.625,4.55
7.2793e+05,425,1978,5.5,6.825,8.225,9.175,11.25,16.85,17.525,17.025,13.825,11.225,4.1,1.825
7.2793e+05,425,1979,0.575,4.075,7.925,8.975,12.775,14.875,17.925,17.325,16.075,11.45,5.975,6.175
7.2793e+05,425,1980,1.35,5.925,6.35,10.425,11.825,13.675,16.7,16,14.55,11.25,7.5333,6.45
7.2793e+05,425,1981,7.25,6.05,8.625,9.275,11.875,13.775,16.7,19.35,15.125,9.525,7.875,4.5
7.2793e+05,425,1982,3.425,4.825,6.2,7.75,11.775,16.525,16.275,16.9,14.4,10.325,4.65,3.775
7.2793e+05,425,1983,6.075,7.125,8.4,9.35,13.15,14.4,16.225,17.4,13.2,9.65,7.425,0.675
7.2793e+05,425,1984,5.45,6.475,8.225,8.55,10.975,14.05,17.25,17.35,14.075,9.05,6,1.9
7.2793e+05,425,1985,2.875,3.275,5.475,8.875,12.3,14.925,19.775,17.425,13.475,9.9,1.125,1.875
7.2793e+05,425,1986,6.725,5.025,8.8,8,12.35,16.15,15.575,19.15,13.8,11.6,6.875,4.525
7.2793e+05,425,1987,4.025,7.325,8.125,10.675,13.05,15.9,16.825,17.45,15.625,11.8,8.35,2.9
7.2793e+05,425,1988,3.9,6.075,6.6,9.325,12.25,14.275,17.075,17.067,14.625,12.05,6.825,5
7.2793e+05,425,1989,4.425,0.975,5.775,10.8,12.3,16.4,16.6,17.1,15.8,10.625,7.75,5.3
7.2793e+05,425,1990,5.225,3.375,7.525,10.35,11.95,14.75,18.95,18.65,15.775,9.2,7.0667,0.4
7.2793e+05,425,1991,3,8.225,5.875,8.95,11.875,13.775,18.225,18.875,15.8,10.2,7.275,5.4
7.2793e+05,425,1992,5.6,7.875,9.1,10.95,14.025,16.825,17.4,17.575,13.45,11.15,6.425,2.9
7.2793e+05,425,1993,2.175,4.725,7.85,9.2,15,14.85,15.4,17.475,15.2,11.875,3.975,3.975
7.2793e+05,425,1994,6.45,3.675,7.825,10.15,13.25,14.625,18.5,18.425,16.5,10.275,4.225,4.075
7.2793e+05,425,1995,6.075,6.2,7.025,9.275,13.925,15.7,18.425,16.333,16.45,10.267,8.65,4.975
7.2793e+05,425,1996,3.9,4.95,7.1,10.05,10.625,14.6,18.45,17.8,13.55,10.05,5.725,3.2
7.2793e+05,425,1997,4.35,5.45,6.35,8.825,13.95,14.775,17.175,19,16.15,10.2,8.575,5.1
7.2793e+05,425,1998,5.15,7.075,7.525,9.45,11.9,14.933,18.667,17.533,15.633,10.267,7.0667,3.0333
7.2793e+05,425,1999,4.8667,4.8,5.7333,7.5333,9.7667,13.233,15.7,17.1,13.833,9.4333,7.7667,5.1333
7.2793e+05,425,2000,3.3333,5.2,6.85,9.3333,11.433,14.5,17.15,17,14.033,10.95,4.3333,3.5
7.2793e+05,425,2001,5,3.7667,6.2667,7.9,11.4,13.3,15.833,16.767,14.367,9.85,7.4333,4.4667
7.2793e+05,425,2002,4.2333,4.4,4.0333,7.6667,10.4,15.133,16.833,16.733,13.933,8.7667,7.4667,5.1
7.2793e+05,425,2003,6.6,4.6,6.9,8.3667,11.4,15.5,17.8,17.7,14.9,11.433,6.1,4.3667
7.2793e+05,425,2004,3.6333,5.5,7.6333,10.367,12.533,15.7,18.9,19.133,14.233,10.8,5.9667,4.7
7.2793e+05,425,2005,4.05,4.6333,8.5,10.1,14.4,13.8,17.2,17.833,13.2,11.5,5.5333,3.6
7.2793e+05,425,2006,6.0333,3.8667,6.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
